10000688,ds_dur_ws,all,78,128.87,181.64,245.09,285.21,days,model,,,
10000688,ds_dur_ws,dry,78.45,128.87,181.64,245.09,285.98,days,model,,,
10000688,ds_mag_50,all,0,0.00,0.00,0.00,0.00,cfs,model,,,
10000688,ds_mag_50,dry,0,0.00,0.00,0.00,0.00,cfs,model,,,
10000688,ds_mag_90,all,0.00,0.00,0.00,0.01,0.01,cfs,model,,,
10000688,ds_mag_90,dry,0.00,0.00,0.00,0.01,0.01,cfs,model,,,
10000688,ds_tim,all,169.09,209,260,299.11,340.51,water year day,model,,,
10000688,ds_tim,dry,169.09,209,260,299.12,340.51,water year day,model,,,
10000688,fa_mag,all,0.02,0.04,0.12,0.23,0.51,cfs,model,,,
10000688,fa_mag,dry,0.02,0.04,0.12,0.23,0.51,cfs,model,,,
10000688,fa_tim,all,4,11.72,37.1,52.92,62.29,water year day,model,,,
10000688,fa_tim,dry,4.2,11.72,37.1,52.92,62.29,water year day,model,,,
10000688,peak_10,all,0.42,0.88,2.49,4.39,7.40,cfs,model,,,
10000688,peak_10,dry,0.42,0.88,2.49,4.39,7.37,cfs,model,,,
10000688,peak_2,all,0.15,0.21,0.37,1.06,1.88,cfs,model,,,
10000688,peak_2,dry,0.15,0.21,0.37,1.06,1.88,cfs,model,,,
10000688,peak_5,all,0.25,0.56,1.12,2.76,6.11,cfs,model,,,
10000688,peak_5,dry,0.25,0.56,1.12,2.76,6.11,cfs,model,,,
10000688,sp_dur,all,28.87,59.95,123.95,177.62,211.66,days,model,,,
10000688,sp_dur,dry,28.78,59.95,123.95,177.62,211.66,days,model,,,
10000688,sp_mag,all,0.03,0.11,0.38,1.00,3.22,cfs,model,,,
10000688,sp_mag,dry,0.03,0.11,0.38,1.00,3.22,cfs,model,,,
10000688,sp_tim,all,89.72,121.43,198.08,247.88,306.14,water year day,model,,,
10000688,sp_tim,dry,90,121.43,197.20,247.52,305.5,water year day,model,,,
10000688,wet_bfl_dur,all,40,70.18,144.61,196.81,245.06,days,model,,,
10000688,wet_bfl_dur,dry,40,70.18,143.12,196.81,245.06,days,model,,,
10000688,wet_bfl_mag_10,all,0.00,0.00,0.00,0.00,0.01,cfs,model,,,
10000688,wet_bfl_mag_10,dry,0.00,0.00,0.00,0.00,0.01,cfs,model,,,
10000688,wet_bfl_mag_50,all,0.00,0.00,0.00,0.02,0.07,cfs,model,,,
10000688,wet_bfl_mag_50,dry,0.00,0.00,0.00,0.02,0.07,cfs,model,,,
10000688,wet_tim,all,25.98,39.51,78.93,127,147.86,water year day,model,,,
10000688,wet_tim,dry,25.99,39.73,79,127.33,147.27,water year day,model,,,
